year,period,TE-TOZagreb,EL-TOZagreb,TE-TOOsijek,general_demand,Industry_HT
2020,36,265.4289411,201.4640451,59.81701379,6280.88,869.1311938
2020,37,260.5457863,197.7576667,58.716547,6140.87,873.119359
2020,38,269.4100476,204.4857572,60.71419518,6199.49,854.6224088
2020,39,289.0182573,219.3686453,65.13309744,6444.81,834.9923368
2020,40,311.2267846,236.2252086,70.13800677,6745.28,781.6944
2020,41,324.8532556,246.5678788,73.2088656,7136.38,818.9476614
2020,42,332.8406656,252.6304276,75.00890674,7458.68,820.2687462
2020,43,344.7235128,261.6496644,77.68682283,7813.84,821.7113902
2020,44,345.7263485,262.4108298,77.91282169,7876.16,833.359649
2020,45,339.9713818,258.0427347,76.61588353,7795.71,831.4831171
2020,46,340.1830356,258.2033826,76.66358178,7831.23,787.8014129
2020,47,336.9779928,255.7707132,75.94129398,7723.56,854.6470953
2020,48,7.286936811,5.530880547,1.642182642,180.69,854.2104241
2020,49,5.185517274,3.935875576,1.16860715,128.62,795.3864039
2020,50,3.537641522,2.685116282,0.797242196,87.79,789.4255123
2020,51,3.129452116,2.375295173,0.705252711,77.58,696.5818207
2020,52,2.056065158,1.560580403,0.463354438,51.04,801.9786901
2020,53,361.8775466,274.6698009,81.55265251,8116.47,728.934952
2020,54,366.0400707,277.8292112,82.49071811,8219.61,648.2210364
2020,55,378.2907923,287.1276694,85.25153831,8552.16,647.2184697
2020,56,382.0955207,290.0155082,86.10897116,8498.76,835.8836851
2020,57,356.6769112,270.7224504,80.38063834,7786.52,827.8749701
2020,58,335.8693302,254.9292238,75.691446,6979.46,807.2169816
2020,59,329.489481,250.0868346,74.25368443,6355.26,799.8536856
2020,60,323.7647506,245.7416891,72.96356031,5989.01,816.251051
2020,61,319.0781314,242.1844838,71.90738475,5751.71,823.4846546
2020,62,321.0888422,243.7106396,72.36051814,5770.88,811.8381446
2020,63,334.7203527,254.0571347,75.43251264,6000.49,788.2778505
2020,64,354.7921848,269.2919184,79.95589677,6367.23,729.2748431
2020,65,360.8948684,273.9239352,81.33119635,6799.69,767.9434774
2020,66,364.5584943,276.7046753,82.15683036,7135.4,769.1049933
2020,67,373.6545669,283.6087136,84.20671948,7587.09,777.3153412
2020,68,373.8762994,283.7770115,84.25668907,7771.21,779.3585308
2020,69,371.2356667,281.7727367,83.66159661,7716.04,772.5860595
2020,70,374.5616545,284.297205,84.41114055,7760.76,784.1197907
2020,71,375.4385058,284.9627466,84.60874759,7713.22,739.3304815
2020,72,7.286936811,5.530880547,1.642182642,180.69,788.9842907
2020,73,5.185517274,3.935875576,1.16860715,128.62,722.6572175
2020,74,3.537641522,2.685116282,0.797242196,87.79,721.0157292
2020,75,3.129452116,2.375295173,0.705252711,77.58,677.7747365
2020,76,2.056065158,1.560580403,0.463354438,51.04,730.11465
2020,77,374.1181894,283.9606092,84.31120136,7741.87,655.9552494
2020,78,378.3462254,287.1697439,85.26403071,7816.28,644.4126023
2020,79,394.0993128,299.1265438,88.81414339,8118.95,616.3212839
2020,80,398.785932,302.6837491,89.87031895,8189.27,761.4625425
2020,81,372.5307862,282.7557493,83.95346448,7563.98,685.5619542
